seq,pitch,roll,yaw,xVelocity,yVelocity,zVelocity,altitude
65142,-0.466,-0.274,-166.859,0,0,0,0
65143,-0.463,-0.26,-166.855,0,0,0,0
65144,-0.461,-0.247,-166.852,0,0,0,0
65145,-0.464,-0.235,-166.85,0,0,0,0
65146,-0.464,-0.231,-166.837,0,0,0,0
65147,-0.463,-0.231,-166.84,0,0,0,0
65148,-0.47,-0.225,-166.843,0,0,0,0
65149,-0.468,-0.223,-166.844,0,0,0,0
65151,-0.474,-0.212,-166.848,0,0,0,0
65152,-0.47,-0.208,-166.848,0,0,0,0
65153,-0.467,-0.208,-166.85,0,0,0,0
65154,-0.463,-0.197,-166.849,0,0,0,0
65155,-0.461,-0.185,-166.852,0,0,0,0
65156,-0.461,-0.174,-166.854,0,0,0,0
65157,-0.459,-0.172,-166.856,0,0,0,0
65158,-0.457,-0.162,-166.857,0,0,0,0
65159,-0.453,-0.156,-166.859,0,0,0,0
65160,-0.455,-0.157,-166.86,0,0,0,0
65161,-0.456,-0.148,-166.862,0,0,0,0
65162,-0.455,-0.139,-166.863,0,0,0,0
65163,-0.456,-0.13,-166.864,0,0,0,0
65164,-0.455,-0.123,-166.865,0,0,0,0
65165,-0.458,-0.113,-166.867,0,0,0,0
65166,-0.456,-0.106,-166.869,0,0,0,0
65167,-0.453,-0.101,-166.871,0,0,0,0
65168,-0.45,-0.092,-166.874,0,0,0,0
65169,-0.448,-0.086,-166.876,0,0,0,0
65170,-0.446,-0.082,-166.877,0,0,0,0
65171,-0.444,-0.074,-166.881,0,0,0,0
65172,-0.44,-0.068,-166.883,0,0,0,0
65173,-0.437,-0.075,-166.883,0,0,0,0
65174,-0.436,-0.073,-166.885,0,0,0,0
65175,-0.434,-0.067,-166.885,0,0,0,0
65176,-0.431,-0.059,-166.887,0,0,0,0
65177,-0.434,-0.051,-166.889,0,0,0,0
65179,-0.426,-0.039,-166.895,0,0,0,0
65180,-0.423,-0.032,-166.896,0,0,0,0
65182,-0.425,-0.021,-166.9,0,0,0,0
65183,-0.429,-0.016,-166.901,0,0,0,0
65184,-0.433,-0.014,-166.902,0,0,0,0
65185,-0.444,-0.008,-166.904,0,0,0,0
65186,-0.439,-0.01,-166.906,0,0,0,0
65187,-0.439,-0.011,-166.907,0,0,0,0
65188,-0.449,-0.01,-166.91,0,0,0,0
65189,-0.445,-0.015,-166.91,0,0,0,0
65190,-0.44,-0.021,-166.912,0,0,0,0
65191,-0.434,-0.016,-166.914,0,0,0,0
65192,-0.433,-0.012,-166.917,0,0,0,0
65193,-0.429,-0.009,-166.917,0,0,0,0
65194,-0.437,-0.005,-166.918,0,0,0,0
65195,-0.433,0.001,-166.918,0,0,0,0
65196,-0.43,0.008,-166.92,0,0,0,0
65197,-0.434,0.004,-166.92,0,0,0,0
65198,-0.43,0.005,-166.921,0,0,0,0
65199,-0.427,0.006,-166.922,0,0,0,0
65200,-0.423,0.009,-166.923,0,0,0,0
65201,-0.425,0.013,-166.923,0,0,0,0
65202,-0.422,0.014,-166.925,0,0,0,0
65203,-0.418,0.016,-166.927,0,0,0,0
65204,-0.422,0.018,-166.928,0,0,0,0
65205,-0.42,0.022,-166.932,0,0,0,0
65206,-0.42,0.026,-166.935,0,0,0,0
65207,-0.421,0.027,-166.936,0,0,0,0
65208,-0.419,0.029,-166.939,0,0,0,0
65209,-0.418,0.031,-166.941,0,0,0,0
65210,-0.414,0.033,-166.944,0,0,0,0
65211,-0.409,0.034,-166.945,0,0,0,0
65212,-0.409,0.034,-166.946,0,0,0,0
65213,-0.421,0.035,-166.947,0,0,0,0
65214,-0.417,0.036,-166.948,0,0,0,0
65215,-0.415,0.039,-166.948,0,0,0,0
65216,-0.419,0.037,-166.948,0,0,0,0
65217,-0.419,0.035,-166.95,0,0,0,0
65218,-0.431,0.036,-166.952,0,0,0,0
65219,-0.435,0.038,-166.954,0,0,0,0
65220,-0.433,0.04,-166.954,0,0,0,0
65221,-0.432,0.044,-166.957,0,0,0,0
65222,-0.428,0.047,-166.96,0,0,0,0
65223,-0.425,0.048,-166.962,0,0,0,0
65224,-0.423,0.05,-166.965,0,0,0,0
65225,-0.424,0.051,-166.966,0,0,0,0
65226,-0.422,0.042,-166.967,0,0,0,0
65227,-0.42,0.046,-166.97,0,0,0,0
65228,-0.419,0.041,-166.973,0,0,0,0
65229,-0.414,0.043,-166.973,0,0,0,0
65230,-0.418,0.045,-166.975,0,0,0,0
65231,-0.42,0.046,-166.978,0,0,0,0
65232,-0.424,0.043,-166.98,0,0,0,0
65233,-0.434,0.04,-166.983,0,0,0,0
65234,-0.444,0.035,-166.983,0,0,0,0
65235,-0.439,0.038,-166.987,0,0,0,0
65236,-0.432,0.036,-166.988,0,0,0,0
65237,-0.429,0.039,-166.989,0,0,0,0
65238,-0.431,0.039,-166.989,0,0,0,0
65239,-0.431,0.041,-166.991,0,0,0,0
65240,-0.432,0.044,-166.992,0,0,0,0
65241,-0.436,0.048,-166.992,0,0,0,0
65242,-0.433,0.05,-166.996,0,0,0,0
65243,-0.433,0.05,-166.995,0,0,0,0
65244,-0.438,0.052,-166.996,0,0,0,0
65245,-0.434,0.055,-166.998,0,0,0,0
65246,-0.431,0.055,-167,0,0,0,0
65247,-0.428,0.049,-167,0,0,0,0
65248,-0.433,0.046,-167.001,0,0,0,0
65249,-0.427,0.043,-167.002,0,0,0,0
65250,-0.435,0.046,-167.004,0,0,0,0
65251,-0.443,0.042,-167.005,0,0,0,0
65252,-0.45,0.044,-167.006,0,0,0,0
65253,-0.451,0.046,-167.005,0,0,0,0
65254,-0.446,0.047,-167.006,0,0,0,0
65255,-0.446,0.034,-167.007,0,0,0,0
65256,-0.448,0.026,-167.009,0,0,0,0
65257,-0.444,0.018,-167.011,0,0,0,0
65258,-0.441,0.013,-167.013,0,0,0,0
65259,-0.443,0.015,-167.013,0,0,0,0
65260,-0.442,0.015,-167.017,0,0,0,0
65261,-0.436,0.016,-167.017,0,0,0,0
65262,-0.436,0.005,-167.018,0,0,0,0
65264,-0.428,0.002,-167.021,0,0,0,0
65265,-0.423,0.005,-167.023,0,0,0,0
65266,-0.421,0.008,-167.024,0,0,0,0
65267,-0.418,0.007,-167.024,0,0,0,0
65268,-0.421,0.004,-167.026,0,0,0,0
65269,-0.418,0,-167.028,0,0,0,0
65270,-0.415,0,-167.03,0,0,0,0
65271,-0.429,0.003,-167.031,0,0,0,0
65272,-0.441,0.006,-167.033,0,0,0,0
65273,-0.451,0.007,-167.036,0,0,0,0
65274,-0.458,-0.003,-167.036,0,0,0,0
65275,-0.455,-0.013,-167.038,0,0,0,0
65276,-0.46,-0.02,-167.037,0,0,0,0
65277,-0.458,-0.024,-167.04,0,0,0,0
65278,-0.456,-0.032,-167.039,0,0,0,0
65279,-0.459,-0.033,-167.04,0,0,0,0
65280,-0.456,-0.042,-167.039,0,0,0,0
65281,-0.465,-0.04,-167.039,0,0,0,0
65282,-0.475,-0.035,-167.04,0,0,0,0
65283,-0.476,-0.03,-167.041,0,0,0,0
65284,-0.477,-0.031,-167.044,0,0,0,0
65285,-0.476,-0.041,-167.045,0,0,0,0
65286,-0.483,-0.045,-167.044,0,0,0,0
65287,-0.477,-0.056,-167.045,0,0,0,0
65288,-0.484,-0.067,-167.048,0,0,0,0
65289,-0.494,-0.065,-167.05,0,0,0,0
65290,-0.5,-0.07,-167.052,0,0,0,0
65291,-0.497,-0.078,-167.055,0,0,0,0
65292,-0.504,-0.081,-167.057,0,0,0,0
65293,-0.496,-0.075,-167.058,0,0,0,0
65295,-0.496,-0.077,-167.061,0,0,0,0
65296,-0.505,-0.087,-167.062,0,0,0,0
65297,-0.497,-0.097,-167.064,0,0,0,0
65298,-0.491,-0.107,-167.063,0,0,0,0
65299,-0.491,-0.115,-167.065,0,0,0,0
65300,-0.487,-0.125,-167.066,0,0,0,0
65301,-0.485,-0.134,-167.068,0,0,0,0
65302,-0.49,-0.141,-167.07,0,0,0,0
65303,-0.493,-0.152,-167.071,0,0,0,0
65304,-0.493,-0.156,-167.072,0,0,0,0
65305,-0.491,-0.157,-167.075,0,0,0,0
65306,-0.5,-0.152,-167.078,0,0,0,0
65307,-0.5,-0.159,-167.08,0,0,0,0
65308,-0.492,-0.15,-167.082,0,0,0,0
65309,-0.482,-0.149,-167.083,0,0,0,0
65310,-0.477,-0.15,-167.085,0,0,0,0
65311,-0.471,-0.143,-167.084,0,0,0,0
65312,-0.472,-0.136,-167.086,0,0,0,0
65313,-0.467,-0.133,-167.088,0,0,0,0
65314,-0.46,-0.134,-167.09,0,0,0,0
65315,-0.452,-0.126,-167.091,0,0,0,0
65316,-0.449,-0.127,-167.093,0,0,0,0
65317,-0.443,-0.131,-167.095,0,0,0,0
65318,-0.448,-0.123,-167.1,0,0,0,0
65319,-0.449,-0.116,-167.103,0,0,0,0
65320,-0.443,-0.115,-167.104,0,0,0,0
65321,-0.433,-0.113,-167.105,0,0,0,0
65322,-0.428,-0.105,-167.107,0,0,0,0
65323,-0.427,-0.098,-167.109,0,0,0,0
65324,-0.423,-0.091,-167.11,0,0,0,0
65325,-0.417,-0.097,-167.11,0,0,0,0
65326,-0.412,-0.103,-167.112,0,0,0,0
65327,-0.411,-0.104,-167.114,0,0,0,0
65328,-0.411,-0.11,-167.114,0,0,0,0
65329,-0.407,-0.109,-167.115,0,0,0,0
65330,-0.402,-0.113,-167.117,0,0,0,0
65331,-0.396,-0.111,-167.119,0,0,0,0
65332,-0.395,-0.12,-167.12,0,0,0,0
65333,-0.399,-0.122,-167.119,0,0,0,0
65334,-0.396,-0.113,-167.119,0,0,0,0
65335,-0.394,-0.11,-167.12,0,0,0,0
65336,-0.389,-0.117,-167.122,0,0,0,0
65337,-0.385,-0.112,-167.123,0,0,0,0
65338,-0.389,-0.106,-167.124,0,0,0,0
65339,-0.386,-0.103,-167.123,0,0,0,0
65340,-0.384,-0.103,-167.125,0,0,0,0
65341,-0.389,-0.1,-167.128,0,0,0,0
65342,-0.383,-0.103,-167.13,0,0,0,0
65343,-0.378,-0.112,-167.132,0,0,0,0
65345,-0.37,-0.125,-167.136,0,0,0,0
65346,-0.368,-0.122,-167.138,0,0,0,0
65347,-0.366,-0.119,-167.14,0,0,0,0
65348,-0.362,-0.113,-167.142,0,0,0,0
65349,-0.36,-0.106,-167.144,0,0,0,0
65350,-0.358,-0.104,-167.145,0,0,0,0
65351,-0.356,-0.103,-167.146,0,0,0,0
65352,-0.352,-0.11,-167.148,0,0,0,0
65353,-0.347,-0.11,-167.15,0,0,0,0
65354,-0.343,-0.118,-167.153,0,0,0,0
65355,-0.341,-0.119,-167.155,0,0,0,0
65356,-0.336,-0.122,-167.159,0,0,0,0
65357,-0.331,-0.113,-167.16,0,0,0,0
65358,-0.326,-0.106,-167.16,0,0,0,0
65359,-0.321,-0.098,-167.161,0,0,0,0
65360,-0.321,-0.094,-167.161,0,0,0,0
65361,-0.316,-0.099,-167.16,0,0,0,0
65362,-0.313,-0.103,-167.161,0,0,0,0
65363,-0.308,-0.107,-167.161,0,0,0,0
65364,-0.306,-0.104,-167.162,0,0,0,0
65365,-0.302,-0.111,-167.163,0,0,0,0
65366,-0.299,-0.113,-167.163,0,0,0,0
65367,-0.303,-0.11,-167.163,0,0,0,0
65368,-0.306,-0.106,-167.164,0,0,0,0
65369,-0.321,-0.102,-167.167,0,0,0,0
65370,-0.33,-0.093,-167.17,0,0,0,0
65371,-0.33,-0.098,-167.172,0,0,0,0
65372,-0.341,-0.092,-167.175,0,0,0,0
65374,-0.345,-0.101,-167.179,0,0,0,0
65375,-0.342,-0.103,-167.179,0,0,0,0
65376,-0.338,-0.098,-167.18,0,0,0,0
65377,-0.333,-0.103,-167.181,0,0,0,0
65378,-0.33,-0.105,-167.182,0,0,0,0
65379,-0.328,-0.115,-167.183,0,0,0,0
65380,-0.322,-0.112,-167.186,0,0,0,0
65381,-0.318,-0.113,-167.186,0,0,0,0
65382,-0.315,-0.107,-167.187,0,0,0,0
65383,-0.31,-0.102,-167.189,0,0,0,0
65384,-0.31,-0.094,-167.192,0,0,0,0
65385,-0.308,-0.088,-167.193,0,0,0,0
65386,-0.306,-0.085,-167.192,0,0,0,0
65387,-0.305,-0.08,-167.193,0,0,0,0
65388,-0.299,-0.073,-167.195,0,0,0,0
65389,-0.298,-0.068,-167.195,0,0,0,0
65390,-0.297,-0.066,-167.195,0,0,0,0
65391,-0.294,-0.062,-167.197,0,0,0,0
65392,-0.29,-0.058,-167.199,0,0,0,0
65394,-0.291,-0.064,-167.202,0,0,0,0
65395,-0.289,-0.059,-167.202,0,0,0,0
65396,-0.288,-0.064,-167.205,0,0,0,0
65397,-0.288,-0.06,-167.208,0,0,0,0
65398,-0.289,-0.065,-167.209,0,0,0,0
65399,-0.298,-0.064,-167.21,0,0,0,0
65400,-0.299,-0.074,-167.212,0,0,0,0
65401,-0.3,-0.076,-167.213,0,0,0,0
65402,-0.297,-0.077,-167.216,0,0,0,0
65403,-0.299,-0.079,-167.218,0,0,0,0
65404,-0.297,-0.08,-167.219,0,0,0,0
65405,-0.296,-0.085,-167.221,0,0,0,0
65406,-0.304,-0.083,-167.222,0,0,0,0
65407,-0.301,-0.077,-167.223,0,0,0,0
65408,-0.297,-0.081,-167.224,0,0,0,0
65409,-0.292,-0.087,-167.225,0,0,0,0
65410,-0.288,-0.082,-167.228,0,0,0,0
65411,-0.286,-0.077,-167.229,0,0,0,0
65412,-0.288,-0.077,-167.23,0,0,0,0
65413,-0.285,-0.073,-167.23,0,0,0,0
65414,-0.284,-0.079,-167.232,0,0,0,0
65415,-0.285,-0.08,-167.233,0,0,0,0
65416,-0.285,-0.09,-167.235,0,0,0,0
65417,-0.288,-0.084,-167.235,0,0,0,0
65418,-0.301,-0.078,-167.236,0,0,0,0
65419,-0.308,-0.074,-167.237,0,0,0,0
65420,-0.305,-0.079,-167.238,0,0,0,0
65421,-0.303,-0.077,-167.239,0,0,0,0
65422,-0.301,-0.089,-167.243,0,0,0,0
65423,-0.303,-0.089,-167.243,0,0,0,0
65424,-0.315,-0.089,-167.244,0,0,0,0
65425,-0.314,-0.098,-167.247,0,0,0,0
65426,-0.326,-0.097,-167.25,0,0,0,0
65427,-0.333,-0.09,-167.25,0,0,0,0
65428,-0.334,-0.084,-167.25,0,0,0,0
65429,-0.341,-0.08,-167.25,0,0,0,0
65430,-0.341,-0.088,-167.251,0,0,0,0
65431,-0.351,-0.091,-167.251,0,0,0,0
65432,-0.354,-0.085,-167.252,0,0,0,0
65433,-0.363,-0.081,-167.252,0,0,0,0
65434,-0.363,-0.087,-167.254,0,0,0,0
65435,-0.358,-0.088,-167.255,0,0,0,0
65436,-0.357,-0.089,-167.258,0,0,0,0
65437,-0.351,-0.09,-167.261,0,0,0,0
65438,-0.347,-0.091,-167.263,0,0,0,0
65439,-0.351,-0.095,-167.264,0,0,0,0
65440,-0.345,-0.105,-167.265,0,0,0,0
65441,-0.343,-0.113,-167.266,0,0,0,0
65442,-0.345,-0.115,-167.267,0,0,0,0
65443,-0.341,-0.124,-167.267,0,0,0,0
65444,-0.342,-0.134,-167.265,0,0,0,0
65445,-0.351,-0.142,-167.267,0,0,0,0
65446,-0.348,-0.134,-167.266,0,0,0,0
65447,-0.342,-0.134,-167.267,0,0,0,0
65448,-0.352,-0.133,-167.268,0,0,0,0
65450,-0.353,-0.138,-167.271,0,0,0,0
65451,-0.349,-0.137,-167.271,0,0,0,0
65453,-0.343,-0.13,-167.27,0,0,0,0
65454,-0.338,-0.126,-167.27,0,0,0,0
65455,-0.336,-0.126,-167.273,0,0,0,0
65456,-0.333,-0.13,-167.276,0,0,0,0
65457,-0.327,-0.134,-167.278,0,0,0,0
65458,-0.321,-0.138,-167.28,0,0,0,0
65459,-0.316,-0.133,-167.281,0,0,0,0
65460,-0.31,-0.136,-167.283,0,0,0,0
65461,-0.305,-0.146,-167.284,0,0,0,0
65462,-0.298,-0.151,-167.287,0,0,0,0
65463,-0.294,-0.146,-167.286,0,0,0,0
65464,-0.29,-0.148,-167.287,0,0,0,0
65465,-0.287,-0.151,-167.288,0,0,0,0
65466,-0.283,-0.145,-167.29,0,0,0,0
65467,-0.28,-0.143,-167.292,0,0,0,0
65468,-0.275,-0.137,-167.294,0,0,0,0
65469,-0.271,-0.14,-167.295,0,0,0,0
65470,-0.266,-0.134,-167.298,0,0,0,0
65471,-0.263,-0.134,-167.301,0,0,0,0
65472,-0.261,-0.13,-167.303,0,0,0,0
65473,-0.259,-0.123,-167.304,0,0,0,0
65474,-0.255,-0.13,-167.306,0,0,0,0
65475,-0.254,-0.122,-167.307,0,0,0,0
65476,-0.252,-0.126,-167.309,0,0,0,0
65477,-0.251,-0.12,-167.311,0,0,0,0
65478,-0.249,-0.112,-167.312,0,0,0,0
65479,-0.25,-0.112,-167.312,0,0,0,0
65480,-0.246,-0.114,-167.314,0,0,0,0
65481,-0.244,-0.114,-167.316,0,0,0,0
65482,-0.243,-0.118,-167.316,0,0,0,0
65483,-0.241,-0.117,-167.315,0,0,0,0
65484,-0.247,-0.114,-167.314,0,0,0,0
65485,-0.245,-0.107,-167.314,0,0,0,0
65486,-0.243,-0.1,-167.314,0,0,0,0
65487,-0.242,-0.099,-167.313,0,0,0,0
65488,-0.24,-0.107,-167.314,0,0,0,0
65489,-0.237,-0.113,-167.314,0,0,0,0
65490,-0.234,-0.108,-167.316,0,0,0,0
65491,-0.233,-0.112,-167.316,0,0,0,0
65492,-0.232,-0.121,-167.318,0,0,0,0
65493,-0.233,-0.118,-167.317,0,0,0,0
65494,-0.236,-0.119,-167.319,0,0,0,0
65496,-0.234,-0.12,-167.32,0,0,0,0
65497,-0.233,-0.115,-167.32,0,0,0,0
65498,-0.233,-0.11,-167.323,0,0,0,0
65499,-0.248,-0.106,-167.324,0,0,0,0
65500,-0.264,-0.102,-167.324,0,0,0,0
65501,-0.267,-0.103,-167.326,0,0,0,0
65502,-0.263,-0.105,-167.327,0,0,0,0
65503,-0.259,-0.115,-167.326,0,0,0,0
65504,-0.254,-0.121,-167.326,0,0,0,0
65506,-0.248,-0.127,-167.326,0,0,0,0
65507,-0.246,-0.13,-167.326,0,0,0,0
65508,-0.243,-0.133,-167.326,0,0,0,0
65509,-0.238,-0.144,-167.326,0,0,0,0
65510,-0.249,-0.143,-167.326,0,0,0,0
65511,-0.263,-0.137,-167.327,0,0,0,0
65512,-0.262,-0.14,-167.328,0,0,0,0
65513,-0.264,-0.145,-167.329,0,0,0,0
65514,-0.264,-0.135,-167.331,0,0,0,0
65515,-0.262,-0.129,-167.331,0,0,0,0
65516,-0.264,-0.126,-167.33,0,0,0,0
65517,-0.269,-0.129,-167.329,0,0,0,0
65518,-0.267,-0.126,-167.328,0,0,0,0
65519,-0.264,-0.131,-167.328,0,0,0,0
65520,-0.26,-0.129,-167.327,0,0,0,0
65521,-0.255,-0.136,-167.329,0,0,0,0
65522,-0.254,-0.131,-167.33,0,0,0,0
65523,-0.253,-0.132,-167.332,0,0,0,0
65524,-0.249,-0.129,-167.332,0,0,0,0
65525,-0.257,-0.128,-167.333,0,0,0,0
65526,-0.257,-0.124,-167.332,0,0,0,0
65528,-0.261,-0.117,-167.336,0,0,0,0
65529,-0.27,-0.12,-167.335,0,0,0,0
65530,-0.27,-0.121,-167.335,0,0,0,0
65531,-0.275,-0.131,-167.335,0,0,0,0
65532,-0.279,-0.14,-167.335,0,0,0,0
65533,-0.29,-0.138,-167.337,0,0,0,0
65534,-0.287,-0.14,-167.339,0,0,0,0
65535,-0.302,-0.136,-167.338,0,0,0,0
65536,-0.306,-0.141,-167.338,0,0,0,0
65537,-0.307,-0.139,-167.34,0,0,0,0
65538,-0.314,-0.142,-167.342,0,0,0,0
65540,-0.319,-0.148,-167.347,0,0,0,0
65541,-0.326,-0.158,-167.348,0,0,0,0
65542,-0.332,-0.152,-167.35,0,0,0,0
65543,-0.34,-0.152,-167.351,0,0,0,0
65544,-0.348,-0.159,-167.353,0,0,0,0
65545,-0.356,-0.156,-167.353,0,0,0,0
65546,-0.354,-0.165,-167.355,0,0,0,0
65547,-0.358,-0.164,-167.355,0,0,0,0
65548,-0.362,-0.163,-167.358,0,0,0,0
