seq,pitch,roll,yaw,xVelocity,yVelocity,zVelocity,altitude
65549,-0.37,-0.168,-167.357,0,0,0,0
65550,-0.373,-0.169,-167.358,0,0,0,0
65551,-0.379,-0.16,-167.36,0,0,0,0
65552,-0.386,-0.154,-167.36,0,0,0,0
65553,-0.388,-0.15,-167.358,0,0,0,0
65554,-0.391,-0.158,-167.359,0,0,0,0
65555,-0.401,-0.157,-167.359,0,0,0,0
65556,-0.408,-0.154,-167.36,0,0,0,0
65557,-0.415,-0.165,-167.36,0,0,0,0
65558,-0.414,-0.161,-167.362,0,0,0,0
65559,-0.407,-0.167,-167.361,0,0,0,0
65560,-0.402,-0.177,-167.36,0,0,0,0
65561,-0.411,-0.184,-167.36,0,0,0,0
65563,-0.428,-0.182,-167.365,0,0,0,0
65564,-0.428,-0.187,-167.366,0,0,0,0
65566,-0.421,-0.174,-167.367,0,0,0,0
65567,-0.425,-0.168,-167.37,0,0,0,0
65568,-0.424,-0.167,-167.371,0,0,0,0
65569,-0.418,-0.17,-167.37,0,0,0,0
65570,-0.419,-0.166,-167.372,0,0,0,0
65571,-0.422,-0.169,-167.37,0,0,0,0
65572,-0.428,-0.167,-167.372,0,0,0,0
65573,-0.425,-0.168,-167.373,0,0,0,0
65574,-0.422,-0.166,-167.371,0,0,0,0
65575,-0.417,-0.159,-167.372,0,0,0,0
65576,-0.418,-0.154,-167.373,0,0,0,0
65577,-0.422,-0.152,-167.372,0,0,0,0
65578,-0.415,-0.153,-167.373,0,0,0,0
65579,-0.405,-0.156,-167.372,0,0,0,0
65580,-0.403,-0.157,-167.374,0,0,0,0
65581,-0.405,-0.152,-167.375,0,0,0,0
65582,-0.398,-0.161,-167.376,0,0,0,0
65583,-0.395,-0.163,-167.377,0,0,0,0
65584,-0.397,-0.156,-167.378,0,0,0,0
65585,-0.4,-0.15,-167.382,0,0,0,0
65586,-0.408,-0.143,-167.383,0,0,0,0
65587,-0.404,-0.137,-167.385,0,0,0,0
65588,-0.399,-0.135,-167.388,0,0,0,0
65589,-0.395,-0.134,-167.39,0,0,0,0
65590,-0.399,-0.13,-167.389,0,0,0,0
65591,-0.406,-0.124,-167.389,0,0,0,0
65592,-0.399,-0.131,-167.39,0,0,0,0
65593,-0.391,-0.137,-167.39,0,0,0,0
65594,-0.385,-0.147,-167.391,0,0,0,0
65595,-0.381,-0.146,-167.39,0,0,0,0
65596,-0.389,-0.153,-167.39,0,0,0,0
65597,-0.399,-0.15,-167.389,0,0,0,0
65598,-0.399,-0.151,-167.389,0,0,0,0
65599,-0.409,-0.16,-167.39,0,0,0,0
65600,-0.408,-0.17,-167.391,0,0,0,0
65601,-0.41,-0.173,-167.393,0,0,0,0
65602,-0.405,-0.166,-167.392,0,0,0,0
65603,-0.395,-0.164,-167.393,0,0,0,0
65604,-0.392,-0.168,-167.393,0,0,0,0
65605,-0.393,-0.175,-167.394,0,0,0,0
65606,-0.386,-0.179,-167.393,0,0,0,0
65607,-0.382,-0.19,-167.396,0,0,0,0
65608,-0.382,-0.185,-167.397,0,0,0,0
65609,-0.384,-0.186,-167.397,0,0,0,0
65611,-0.385,-0.188,-167.402,0,0,0,0
65612,-0.378,-0.181,-167.404,0,0,0,0
65613,-0.369,-0.183,-167.405,0,0,0,0
65615,-0.371,-0.167,-167.405,0,0,0,0
65616,-0.369,-0.161,-167.406,0,0,0,0
65617,-0.369,-0.165,-167.404,0,0,0,0
65618,-0.376,-0.157,-167.404,0,0,0,0
65619,-0.373,-0.154,-167.405,0,0,0,0
65621,-0.373,-0.168,-167.407,0,0,0,0
65622,-0.381,-0.167,-167.408,0,0,0,0
65623,-0.381,-0.16,-167.409,0,0,0,0
65624,-0.375,-0.161,-167.41,0,0,0,0
65625,-0.373,-0.159,-167.411,0,0,0,0
65626,-0.366,-0.166,-167.412,0,0,0,0
65627,-0.361,-0.171,-167.413,0,0,0,0
65628,-0.362,-0.174,-167.412,0,0,0,0
65629,-0.359,-0.17,-167.411,0,0,0,0
65630,-0.355,-0.165,-167.413,0,0,0,0
65631,-0.348,-0.162,-167.413,0,0,0,0
65632,-0.342,-0.164,-167.415,0,0,0,0
65633,-0.338,-0.166,-167.416,0,0,0,0
65634,-0.341,-0.159,-167.416,0,0,0,0
65635,-0.335,-0.158,-167.417,0,0,0,0
65636,-0.331,-0.155,-167.418,0,0,0,0
65637,-0.325,-0.165,-167.419,0,0,0,0
65638,-0.32,-0.169,-167.417,0,0,0,0
65639,-0.316,-0.177,-167.418,0,0,0,0
65640,-0.316,-0.183,-167.421,0,0,0,0
65641,-0.318,-0.18,-167.421,0,0,0,0
65642,-0.321,-0.176,-167.423,0,0,0,0
65643,-0.319,-0.17,-167.422,0,0,0,0
65644,-0.322,-0.162,-167.424,0,0,0,0
65645,-0.314,-0.161,-167.425,0,0,0,0
65646,-0.31,-0.17,-167.427,0,0,0,0
65647,-0.31,-0.175,-167.428,0,0,0,0
65648,-0.316,-0.176,-167.429,0,0,0,0
65649,-0.316,-0.175,-167.429,0,0,0,0
65650,-0.312,-0.174,-167.429,0,0,0,0
65651,-0.317,-0.165,-167.429,0,0,0,0
65652,-0.318,-0.172,-167.432,0,0,0,0
65653,-0.315,-0.181,-167.432,0,0,0,0
65654,-0.311,-0.176,-167.434,0,0,0,0
65655,-0.303,-0.171,-167.434,0,0,0,0
65656,-0.305,-0.166,-167.435,0,0,0,0
65657,-0.31,-0.161,-167.435,0,0,0,0
65658,-0.321,-0.166,-167.436,0,0,0,0
65659,-0.318,-0.171,-167.436,0,0,0,0
65660,-0.318,-0.175,-167.436,0,0,0,0
65661,-0.313,-0.183,-167.436,0,0,0,0
65662,-0.327,-0.185,-167.438,0,0,0,0
65663,-0.331,-0.187,-167.44,0,0,0,0
65664,-0.338,-0.192,-167.44,0,0,0,0
65665,-0.347,-0.202,-167.438,0,0,0,0
65666,-0.35,-0.212,-167.44,0,0,0,0
65667,-0.354,-0.215,-167.441,0,0,0,0
65668,-0.353,-0.206,-167.444,0,0,0,0
65669,-0.35,-0.215,-167.446,0,0,0,0
65670,-0.346,-0.225,-167.447,0,0,0,0
65671,-0.337,-0.231,-167.448,0,0,0,0
65672,-0.329,-0.24,-167.449,0,0,0,0
65673,-0.323,-0.236,-167.45,0,0,0,0
65674,-0.32,-0.245,-167.449,0,0,0,0
65675,-0.314,-0.247,-167.448,0,0,0,0
65676,-0.308,-0.241,-167.45,0,0,0,0
65677,-0.305,-0.241,-167.451,0,0,0,0
65678,-0.309,-0.24,-167.453,0,0,0,0
65679,-0.31,-0.234,-167.453,0,0,0,0
65680,-0.307,-0.238,-167.453,0,0,0,0
65681,-0.315,-0.243,-167.453,0,0,0,0
65682,-0.32,-0.25,-167.452,0,0,0,0
65683,-0.325,-0.254,-167.454,0,0,0,0
65684,-0.319,-0.26,-167.455,0,0,0,0
65685,-0.319,-0.264,-167.456,0,0,0,0
65686,-0.318,-0.261,-167.46,0,0,0,0
65687,-0.326,-0.256,-167.459,0,0,0,0
65688,-0.334,-0.253,-167.459,0,0,0,0
65689,-0.335,-0.254,-167.461,0,0,0,0
65690,-0.34,-0.262,-167.46,0,0,0,0
65691,-0.35,-0.268,-167.463,0,0,0,0
65692,-0.343,-0.275,-167.462,0,0,0,0
65693,-0.348,-0.28,-167.466,0,0,0,0
65694,-0.345,-0.286,-167.466,0,0,0,0
65695,-0.345,-0.283,-167.463,0,0,0,0
65696,-0.34,-0.278,-167.464,0,0,0,0
65697,-0.333,-0.27,-167.466,0,0,0,0
65698,-0.324,-0.27,-167.468,0,0,0,0
65699,-0.321,-0.269,-167.466,0,0,0,0
65700,-0.318,-0.261,-167.468,0,0,0,0
65701,-0.324,-0.267,-167.469,0,0,0,0
65702,-0.332,-0.259,-167.469,0,0,0,0
65703,-0.324,-0.26,-167.469,0,0,0,0
65704,-0.329,-0.263,-167.469,0,0,0,0
65705,-0.332,-0.27,-167.469,0,0,0,0
65706,-0.329,-0.259,-167.471,0,0,0,0
65707,-0.338,-0.251,-167.473,0,0,0,0
65708,-0.338,-0.241,-167.473,0,0,0,0
65709,-0.342,-0.237,-167.475,0,0,0,0
65710,-0.339,-0.233,-167.48,0,0,0,0
65711,-0.333,-0.237,-167.482,0,0,0,0
65713,-0.325,-0.234,-167.482,0,0,0,0
65714,-0.325,-0.231,-167.484,0,0,0,0
65715,-0.32,-0.222,-167.483,0,0,0,0
65716,-0.32,-0.217,-167.483,0,0,0,0
65717,-0.312,-0.216,-167.483,0,0,0,0
65718,-0.312,-0.214,-167.485,0,0,0,0
65719,-0.315,-0.204,-167.487,0,0,0,0
65720,-0.309,-0.205,-167.486,0,0,0,0
65721,-0.311,-0.203,-167.488,0,0,0,0
65722,-0.309,-0.2,-167.49,0,0,0,0
65723,-0.308,-0.209,-167.49,0,0,0,0
65724,-0.308,-0.212,-167.491,0,0,0,0
65725,-0.302,-0.216,-167.493,0,0,0,0
65726,-0.305,-0.224,-167.494,0,0,0,0
65727,-0.299,-0.227,-167.497,0,0,0,0
65728,-0.3,-0.226,-167.498,0,0,0,0
65729,-0.302,-0.231,-167.498,0,0,0,0
65730,-0.299,-0.237,-167.5,0,0,0,0
65731,-0.298,-0.232,-167.501,0,0,0,0
65732,-0.303,-0.223,-167.502,0,0,0,0
65733,-0.307,-0.214,-167.506,0,0,0,0
65734,-0.307,-0.214,-167.508,0,0,0,0
65735,-0.302,-0.218,-167.509,0,0,0,0
65736,-0.31,-0.222,-167.511,0,0,0,0
65737,-0.304,-0.222,-167.511,0,0,0,0
65738,-0.305,-0.213,-167.512,0,0,0,0
65739,-0.298,-0.213,-167.511,0,0,0,0
65740,-0.298,-0.211,-167.513,0,0,0,0
65741,-0.304,-0.206,-167.513,0,0,0,0
65742,-0.302,-0.21,-167.514,0,0,0,0
65743,-0.305,-0.206,-167.516,0,0,0,0
65744,-0.309,-0.211,-167.517,0,0,0,0
65745,-0.316,-0.21,-167.517,0,0,0,0
65747,-0.317,-0.216,-167.516,0,0,0,0
65748,-0.312,-0.209,-167.517,0,0,0,0
65749,-0.318,-0.209,-167.513,0,0,0,0
65750,-0.328,-0.201,-167.515,0,0,0,0
65751,-0.326,-0.195,-167.515,0,0,0,0
65752,-0.325,-0.188,-167.516,0,0,0,0
65753,-0.319,-0.189,-167.516,0,0,0,0
65754,-0.314,-0.192,-167.519,0,0,0,0
65755,-0.316,-0.203,-167.52,0,0,0,0
65756,-0.311,-0.201,-167.521,0,0,0,0
65757,-0.306,-0.193,-167.521,0,0,0,0
65758,-0.301,-0.199,-167.521,0,0,0,0
65759,-0.311,-0.195,-167.522,0,0,0,0
65761,-0.306,-0.202,-167.525,0,0,0,0
65762,-0.303,-0.203,-167.524,0,0,0,0
65763,-0.296,-0.206,-167.525,0,0,0,0
65764,-0.29,-0.202,-167.526,0,0,0,0
65765,-0.288,-0.198,-167.527,0,0,0,0
65766,-0.284,-0.194,-167.526,0,0,0,0
65767,-0.281,-0.2,-167.527,0,0,0,0
65768,-0.281,-0.209,-167.527,0,0,0,0
65769,-0.284,-0.21,-167.53,0,0,0,0
65770,-0.28,-0.217,-167.533,0,0,0,0
65771,-0.279,-0.218,-167.533,0,0,0,0
65772,-0.276,-0.215,-167.533,0,0,0,0
65773,-0.282,-0.219,-167.534,0,0,0,0
65774,-0.278,-0.216,-167.536,0,0,0,0
65775,-0.272,-0.217,-167.539,0,0,0,0
65776,-0.274,-0.21,-167.54,0,0,0,0
65777,-0.285,-0.21,-167.542,0,0,0,0
65778,-0.279,-0.209,-167.543,0,0,0,0
65779,-0.274,-0.215,-167.544,0,0,0,0
65780,-0.269,-0.21,-167.546,0,0,0,0
65781,-0.262,-0.22,-167.546,0,0,0,0
65782,-0.262,-0.225,-167.547,0,0,0,0
65783,-0.267,-0.219,-167.547,0,0,0,0
65784,-0.263,-0.221,-167.545,0,0,0,0
65785,-0.268,-0.225,-167.545,0,0,0,0
65786,-0.274,-0.219,-167.546,0,0,0,0
65787,-0.28,-0.21,-167.546,0,0,0,0
65788,-0.279,-0.204,-167.546,0,0,0,0
65789,-0.289,-0.21,-167.548,0,0,0,0
65790,-0.299,-0.208,-167.546,0,0,0,0
65791,-0.311,-0.21,-167.547,0,0,0,0
65792,-0.313,-0.217,-167.546,0,0,0,0
65793,-0.312,-0.224,-167.546,0,0,0,0
65794,-0.315,-0.231,-167.545,0,0,0,0
65795,-0.315,-0.238,-167.548,0,0,0,0
65796,-0.328,-0.242,-167.55,0,0,0,0
65797,-0.338,-0.244,-167.552,0,0,0,0
65798,-0.343,-0.238,-167.553,0,0,0,0
65800,-0.337,-0.245,-167.549,0,0,0,0
65801,-0.334,-0.254,-167.551,0,0,0,0
65802,-0.34,-0.262,-167.549,0,0,0,0
65803,-0.343,-0.266,-167.549,0,0,0,0
65804,-0.35,-0.26,-167.55,0,0,0,0
65805,-0.353,-0.264,-167.552,0,0,0,0
65806,-0.362,-0.266,-167.552,0,0,0,0
65807,-0.368,-0.258,-167.553,0,0,0,0
65808,-0.362,-0.265,-167.556,0,0,0,0
65809,-0.355,-0.261,-167.557,0,0,0,0
65810,-0.346,-0.249,-167.557,0,0,0,0
65811,-0.344,-0.248,-167.558,0,0,0,0
65812,-0.343,-0.237,-167.56,0,0,0,0
65813,-0.339,-0.241,-167.561,0,0,0,0
65814,-0.333,-0.245,-167.561,0,0,0,0
65815,-0.327,-0.249,-167.561,0,0,0,0
65816,-0.319,-0.246,-167.561,0,0,0,0
65817,-0.315,-0.244,-167.562,0,0,0,0
65818,-0.316,-0.236,-167.562,0,0,0,0
65819,-0.312,-0.227,-167.562,0,0,0,0
65820,-0.305,-0.228,-167.564,0,0,0,0
65821,-0.3,-0.231,-167.564,0,0,0,0
65822,-0.297,-0.237,-167.566,0,0,0,0
65823,-0.301,-0.23,-167.571,0,0,0,0
65824,-0.301,-0.223,-167.573,0,0,0,0
65825,-0.298,-0.214,-167.574,0,0,0,0
65826,-0.295,-0.208,-167.577,0,0,0,0
65827,-0.306,-0.207,-167.577,0,0,0,0
65828,-0.303,-0.197,-167.58,0,0,0,0
65829,-0.303,-0.191,-167.58,0,0,0,0
65830,-0.299,-0.184,-167.581,0,0,0,0
65831,-0.294,-0.188,-167.584,0,0,0,0
65832,-0.294,-0.182,-167.586,0,0,0,0
65833,-0.297,-0.18,-167.589,0,0,0,0
65834,-0.298,-0.176,-167.59,0,0,0,0
65835,-0.299,-0.175,-167.59,0,0,0,0
65837,-0.308,-0.181,-167.591,0,0,0,0
65838,-0.318,-0.179,-167.59,0,0,0,0
65839,-0.325,-0.172,-167.593,0,0,0,0
65840,-0.327,-0.171,-167.594,0,0,0,0
65841,-0.327,-0.18,-167.595,0,0,0,0
65842,-0.322,-0.182,-167.594,0,0,0,0
65843,-0.325,-0.187,-167.594,0,0,0,0
65844,-0.328,-0.192,-167.595,0,0,0,0
65845,-0.323,-0.194,-167.598,0,0,0,0
65846,-0.327,-0.193,-167.599,0,0,0,0
65847,-0.321,-0.197,-167.6,0,0,0,0
65848,-0.316,-0.189,-167.6,0,0,0,0
65849,-0.31,-0.183,-167.602,0,0,0,0
65850,-0.312,-0.182,-167.603,0,0,0,0
65851,-0.312,-0.18,-167.607,0,0,0,0
65852,-0.308,-0.176,-167.608,0,0,0,0
65853,-0.307,-0.184,-167.609,0,0,0,0
65854,-0.302,-0.175,-167.61,0,0,0,0
65855,-0.3,-0.169,-167.609,0,0,0,0
65856,-0.297,-0.167,-167.61,0,0,0,0
65857,-0.303,-0.172,-167.609,0,0,0,0
65858,-0.297,-0.175,-167.611,0,0,0,0
65859,-0.29,-0.169,-167.612,0,0,0,0
65860,-0.284,-0.167,-167.614,0,0,0,0
65861,-0.29,-0.162,-167.613,0,0,0,0
65862,-0.298,-0.163,-167.615,0,0,0,0
65863,-0.295,-0.172,-167.615,0,0,0,0
65864,-0.306,-0.177,-167.615,0,0,0,0
65865,-0.316,-0.187,-167.616,0,0,0,0
65866,-0.315,-0.187,-167.616,0,0,0,0
65867,-0.316,-0.18,-167.617,0,0,0,0
65868,-0.311,-0.178,-167.617,0,0,0,0
65869,-0.305,-0.17,-167.618,0,0,0,0
65870,-0.306,-0.167,-167.619,0,0,0,0
65871,-0.308,-0.178,-167.62,0,0,0,0
65872,-0.313,-0.172,-167.624,0,0,0,0
65873,-0.322,-0.166,-167.625,0,0,0,0
65874,-0.332,-0.169,-167.626,0,0,0,0
65875,-0.333,-0.165,-167.626,0,0,0,0
65876,-0.334,-0.178,-167.627,0,0,0,0
65877,-0.34,-0.177,-167.629,0,0,0,0
65878,-0.348,-0.171,-167.63,0,0,0,0
65879,-0.348,-0.178,-167.633,0,0,0,0
65880,-0.357,-0.172,-167.632,0,0,0,0
65881,-0.364,-0.167,-167.632,0,0,0,0
65882,-0.372,-0.165,-167.633,0,0,0,0
65883,-0.382,-0.167,-167.636,0,0,0,0
65884,-0.39,-0.174,-167.637,0,0,0,0
65885,-0.389,-0.176,-167.639,0,0,0,0
65886,-0.391,-0.171,-167.638,0,0,0,0
65887,-0.384,-0.175,-167.638,0,0,0,0
65888,-0.384,-0.172,-167.638,0,0,0,0
65889,-0.391,-0.167,-167.642,0,0,0,0
65890,-0.382,-0.167,-167.645,0,0,0,0
65891,-0.379,-0.162,-167.643,0,0,0,0
65892,-0.381,-0.167,-167.644,0,0,0,0
65893,-0.378,-0.168,-167.646,0,0,0,0
65894,-0.383,-0.168,-167.647,0,0,0,0
65895,-0.378,-0.164,-167.647,0,0,0,0
65896,-0.387,-0.164,-167.648,0,0,0,0
65897,-0.392,-0.166,-167.648,0,0,0,0
65898,-0.384,-0.177,-167.65,0,0,0,0
65899,-0.374,-0.187,-167.65,0,0,0,0
65900,-0.367,-0.181,-167.652,0,0,0,0
65902,-0.381,-0.177,-167.656,0,0,0,0
65903,-0.379,-0.17,-167.658,0,0,0,0
65904,-0.375,-0.165,-167.656,0,0,0,0
