seq,pitch,roll,yaw,xVelocity,yVelocity,zVelocity,altitude
59194,17.608,19.055,11.416,0,0,0,0
59195,17.61,19.058,11.428,0,0,0,0
59196,17.613,19.05,11.414,0,0,0,0
59197,17.612,19.048,11.436,0,0,0,0
59198,17.615,19.045,11.471,0,0,0,0
59250,17.692,19.001,11.967,0,0,0,0
59251,17.694,19.002,11.969,0,0,0,0
59252,17.692,19.003,11.969,0,0,0,0
59253,17.69,19.018,11.979,0,0,0,0
59254,17.68,19.012,11.988,0,0,0,0
59255,17.675,19.008,11.998,0,0,0,0
59256,17.678,19.002,12.005,0,0,0,0
59257,17.687,19,12.011,0,0,0,0
59258,17.692,18.992,12.011,0,0,0,0
59259,17.69,18.988,12.016,0,0,0,0
59260,17.694,18.978,12.025,0,0,0,0
59261,17.695,18.972,12.024,0,0,0,0
59262,17.701,18.969,12.053,0,0,0,0
59263,17.703,18.972,12.086,0,0,0,0
59264,17.696,18.962,12.075,0,0,0,0
59265,17.695,18.961,12.055,0,0,0,0
59266,17.695,18.96,12.062,0,0,0,0
59267,17.689,18.959,12.106,0,0,0,0
59268,17.695,18.96,12.142,0,0,0,0
59269,17.703,18.971,12.142,0,0,0,0
59270,17.711,18.966,12.124,0,0,0,0
59271,17.711,18.967,12.122,0,0,0,0
59272,17.708,18.966,12.144,0,0,0,0
59273,17.707,18.963,12.165,0,0,0,0
59274,17.71,18.964,12.18,0,0,0,0
59275,17.713,18.961,12.182,0,0,0,0
59276,17.715,18.955,12.181,0,0,0,0
59277,17.718,18.958,12.186,0,0,0,0
59278,17.716,18.968,12.202,0,0,0,0
59279,17.717,18.968,12.215,0,0,0,0
59280,17.719,18.967,12.224,0,0,0,0
59281,17.725,18.963,12.242,0,0,0,0
59282,17.721,18.955,12.261,0,0,0,0
59283,17.711,18.954,12.25,0,0,0,0
59284,17.719,18.949,12.258,0,0,0,0
59285,17.743,18.959,12.286,0,0,0,0
59286,17.761,18.978,12.296,0,0,0,0
59287,17.765,18.999,12.285,0,0,0,0
59288,17.754,19,12.274,0,0,0,0
59289,17.741,18.994,12.269,0,0,0,0
59290,17.736,18.986,12.288,0,0,0,0
59291,17.753,18.994,12.316,0,0,0,0
59292,17.774,19.021,12.33,0,0,0,0
59293,17.8,19.066,12.315,0,0,0,0
59294,17.805,19.097,12.304,0,0,0,0
59295,17.79,19.073,12.318,0,0,0,0
59296,17.779,19.067,12.359,0,0,0,0
59297,17.789,19.06,12.387,0,0,0,0
59298,17.798,19.057,12.387,0,0,0,0
59299,17.803,19.054,12.385,0,0,0,0
59300,17.799,19.056,12.394,0,0,0,0
59301,17.795,19.044,12.402,0,0,0,0
59302,17.79,19.045,12.418,0,0,0,0
59303,17.8,19.047,12.444,0,0,0,0
59304,17.8,19.042,12.446,0,0,0,0
59305,17.804,19.047,12.455,0,0,0,0
59306,17.802,19.07,12.464,0,0,0,0
59307,17.816,19.082,12.471,0,0,0,0
59308,17.822,19.093,12.469,0,0,0,0
59309,17.819,19.104,12.467,0,0,0,0
59310,17.813,19.104,12.477,0,0,0,0
59311,17.806,19.109,12.506,0,0,0,0
59312,17.804,19.102,12.518,0,0,0,0
59313,17.804,19.089,12.509,0,0,0,0
59314,17.801,19.082,12.515,0,0,0,0
59315,17.794,19.07,12.54,0,0,0,0
59316,17.788,19.071,12.575,0,0,0,0
59317,17.797,19.084,12.581,0,0,0,0
59318,17.81,19.091,12.58,0,0,0,0
59319,17.811,19.103,12.587,0,0,0,0
59320,17.798,19.108,12.612,0,0,0,0
59321,17.789,19.108,12.635,0,0,0,0
59322,17.8,19.114,12.653,0,0,0,0
59323,17.804,19.118,12.669,0,0,0,0
59324,17.807,19.12,12.678,0,0,0,0
59325,17.81,19.127,12.683,0,0,0,0
59326,17.808,19.124,12.694,0,0,0,0
59327,17.803,19.129,12.716,0,0,0,0
59328,17.802,19.133,12.728,0,0,0,0
59329,17.808,19.129,12.73,0,0,0,0
59330,17.811,19.125,12.742,0,0,0,0
59331,17.813,19.119,12.753,0,0,0,0
59332,17.816,19.114,12.754,0,0,0,0
59333,17.82,19.117,12.753,0,0,0,0
59334,17.818,19.115,12.769,0,0,0,0
59335,17.815,19.112,12.784,0,0,0,0
59336,17.815,19.107,12.794,0,0,0,0
59337,17.815,19.105,12.795,0,0,0,0
59338,17.817,19.114,12.8,0,0,0,0
59339,17.81,19.114,12.813,0,0,0,0
59340,17.804,19.106,12.83,0,0,0,0
59341,17.801,19.099,12.839,0,0,0,0
59342,17.802,19.097,12.844,0,0,0,0
59343,17.806,19.105,12.855,0,0,0,0
59344,17.801,19.113,12.864,0,0,0,0
59345,17.796,19.119,12.875,0,0,0,0
59346,17.791,19.111,12.883,0,0,0,0
59347,17.79,19.104,12.89,0,0,0,0
59348,17.786,19.099,12.9,0,0,0,0
59349,17.786,19.095,12.915,0,0,0,0
59350,17.803,19.093,12.918,0,0,0,0
59351,17.814,19.098,12.91,0,0,0,0
59352,17.808,19.099,12.909,0,0,0,0
59353,17.792,19.095,12.923,0,0,0,0
59354,17.788,19.101,12.943,0,0,0,0
59355,17.787,19.097,12.951,0,0,0,0
59356,17.789,19.102,12.954,0,0,0,0
59357,17.793,19.1,12.962,0,0,0,0
59358,17.794,19.095,12.969,0,0,0,0
59359,17.806,19.122,12.991,0,0,0,0
59361,17.793,19.118,13.038,0,0,0,0
59362,17.807,19.128,13.049,0,0,0,0
59363,17.822,19.135,13.051,0,0,0,0
59364,17.826,19.145,13.048,0,0,0,0
59365,17.794,19.144,13.056,0,0,0,0
59366,17.76,19.136,13.078,0,0,0,0
59367,17.744,19.122,13.099,0,0,0,0
59368,17.74,19.115,13.111,0,0,0,0
59369,17.751,19.104,13.113,0,0,0,0
59370,17.753,19.111,13.11,0,0,0,0
59371,17.771,19.12,13.098,0,0,0,0
59372,17.784,19.127,13.084,0,0,0,0
59373,17.787,19.144,13.088,0,0,0,0
59374,17.778,19.133,13.096,0,0,0,0
59376,17.784,19.117,13.101,0,0,0,0
59377,17.786,19.121,13.107,0,0,0,0
59378,17.801,19.143,13.111,0,0,0,0
59379,17.804,19.162,13.107,0,0,0,0
59380,17.782,19.16,13.134,0,0,0,0
59381,17.747,19.157,13.188,0,0,0,0
59382,17.733,19.162,13.23,0,0,0,0
59383,17.754,19.158,13.235,0,0,0,0
59384,17.783,19.176,13.236,0,0,0,0
59385,17.769,19.186,13.268,0,0,0,0
59386,17.744,19.185,13.296,0,0,0,0
59387,17.733,19.176,13.321,0,0,0,0
59388,17.726,19.164,13.344,0,0,0,0
59389,17.729,19.166,13.37,0,0,0,0
59390,17.736,19.171,13.399,0,0,0,0
59391,17.734,19.189,13.435,0,0,0,0
59392,17.727,19.194,13.459,0,0,0,0
59393,17.707,19.191,13.465,0,0,0,0
59394,17.713,19.183,13.47,0,0,0,0
59395,17.724,19.184,13.494,0,0,0,0
59396,17.735,19.166,13.469,0,0,0,0
59397,17.744,19.158,13.437,0,0,0,0
59398,17.76,19.157,13.447,0,0,0,0
59399,17.774,19.169,13.458,0,0,0,0
59400,17.775,19.169,13.444,0,0,0,0
59401,17.766,19.155,13.425,0,0,0,0
59402,17.769,19.157,13.414,0,0,0,0
59403,17.781,19.151,13.416,0,0,0,0
59404,17.782,19.155,13.41,0,0,0,0
59405,17.792,19.148,13.394,0,0,0,0
59406,17.784,19.149,13.388,0,0,0,0
59407,17.781,19.158,13.424,0,0,0,0
59408,17.771,19.17,13.454,0,0,0,0
59409,17.763,19.177,13.48,0,0,0,0
59410,17.755,19.176,13.5,0,0,0,0
59411,17.748,19.172,13.52,0,0,0,0
59412,17.748,19.182,13.537,0,0,0,0
59413,17.748,19.196,13.551,0,0,0,0
59414,17.741,19.205,13.57,0,0,0,0
59415,17.718,19.18,13.56,0,0,0,0
59416,17.702,19.163,13.58,0,0,0,0
59417,17.708,19.157,13.604,0,0,0,0
59418,17.735,19.158,13.6,0,0,0,0
59419,17.769,19.165,13.561,0,0,0,0
59420,17.782,19.188,13.526,0,0,0,0
59421,17.773,19.187,13.51,0,0,0,0
59422,17.764,19.178,13.518,0,0,0,0
59423,17.762,19.165,13.529,0,0,0,0
59424,17.763,19.153,13.519,0,0,0,0
59425,17.774,19.165,13.511,0,0,0,0
59426,17.781,19.159,13.507,0,0,0,0
59427,17.773,19.155,13.51,0,0,0,0
59428,17.77,19.153,13.528,0,0,0,0
59429,17.772,19.149,13.533,0,0,0,0
59430,17.781,19.133,13.52,0,0,0,0
59431,17.787,19.141,13.532,0,0,0,0
59432,17.786,19.158,13.548,0,0,0,0
59433,17.791,19.158,13.565,0,0,0,0
59434,17.783,19.157,13.573,0,0,0,0
59435,17.778,19.159,13.592,0,0,0,0
59436,17.772,19.162,13.617,0,0,0,0
59437,17.78,19.155,13.629,0,0,0,0
59438,17.788,19.158,13.633,0,0,0,0
59439,17.794,19.163,13.639,0,0,0,0
59440,17.79,19.17,13.648,0,0,0,0
59441,17.788,19.162,13.658,0,0,0,0
59442,17.786,19.16,13.673,0,0,0,0
59443,17.792,19.17,13.688,0,0,0,0
59444,17.804,19.166,13.689,0,0,0,0
59445,17.816,19.187,13.697,0,0,0,0
59446,17.816,19.195,13.713,0,0,0,0
59447,17.814,19.191,13.725,0,0,0,0
59448,17.81,19.197,13.733,0,0,0,0
59449,17.817,19.192,13.743,0,0,0,0
59450,17.813,19.198,13.759,0,0,0,0
59451,17.812,19.195,13.769,0,0,0,0
59452,17.815,19.208,13.773,0,0,0,0
59453,17.812,19.214,13.781,0,0,0,0
59454,17.812,19.213,13.785,0,0,0,0
59455,17.811,19.225,13.797,0,0,0,0
59456,17.821,19.244,13.811,0,0,0,0
59457,17.824,19.246,13.819,0,0,0,0
59458,17.818,19.242,13.829,0,0,0,0
59459,17.809,19.231,13.846,0,0,0,0
59460,17.811,19.226,13.87,0,0,0,0
59461,17.825,19.215,13.89,0,0,0,0
59462,17.823,19.21,13.903,0,0,0,0
59463,17.821,19.216,13.912,0,0,0,0
59464,17.819,19.227,13.915,0,0,0,0
59465,17.819,19.233,13.918,0,0,0,0
59466,17.812,19.23,13.929,0,0,0,0
59467,17.808,19.239,13.941,0,0,0,0
59468,17.801,19.235,13.946,0,0,0,0
59469,17.799,19.226,13.942,0,0,0,0
59470,17.797,19.228,13.957,0,0,0,0
59471,17.792,19.23,13.977,0,0,0,0
59472,17.785,19.214,13.987,0,0,0,0
59473,17.778,19.201,13.996,0,0,0,0
59474,17.779,19.206,14.008,0,0,0,0
59475,17.787,19.204,14.015,0,0,0,0
59476,17.782,19.19,14.014,0,0,0,0
59477,17.785,19.191,14.023,0,0,0,0
59478,17.782,19.191,14.03,0,0,0,0
59479,17.78,19.192,14.041,0,0,0,0
59480,17.774,19.185,14.051,0,0,0,0
59481,17.771,19.176,14.058,0,0,0,0
59482,17.771,19.175,14.06,0,0,0,0
59483,17.773,19.172,14.068,0,0,0,0
59484,17.763,19.161,14.074,0,0,0,0
59485,17.754,19.15,14.086,0,0,0,0
59486,17.752,19.139,14.103,0,0,0,0
59487,17.758,19.135,14.113,0,0,0,0
59488,17.761,19.14,14.119,0,0,0,0
59489,17.765,19.142,14.127,0,0,0,0
59490,17.764,19.129,14.132,0,0,0,0
59491,17.756,19.124,14.148,0,0,0,0
59492,17.754,19.115,14.164,0,0,0,0
59493,17.772,19.109,14.165,0,0,0,0
59494,17.778,19.12,14.165,0,0,0,0
59495,17.777,19.121,14.164,0,0,0,0
59496,17.777,19.122,14.168,0,0,0,0
59497,17.772,19.124,14.181,0,0,0,0
59498,17.764,19.123,14.193,0,0,0,0
59499,17.767,19.116,14.199,0,0,0,0
59500,17.767,19.116,14.204,0,0,0,0
59501,17.765,19.105,14.204,0,0,0,0
59502,17.755,19.096,14.208,0,0,0,0
59503,17.753,19.103,14.234,0,0,0,0
59504,17.745,19.107,14.26,0,0,0,0
59505,17.742,19.113,14.273,0,0,0,0
59506,17.746,19.115,14.28,0,0,0,0
59507,17.741,19.12,14.294,0,0,0,0
59508,17.739,19.113,14.31,0,0,0,0
59509,17.737,19.108,14.319,0,0,0,0
59510,17.737,19.116,14.328,0,0,0,0
59511,17.742,19.129,14.333,0,0,0,0
59512,17.754,19.127,14.335,0,0,0,0
59513,17.756,19.128,14.344,0,0,0,0
59514,17.75,19.126,14.351,0,0,0,0
59515,17.753,19.131,14.355,0,0,0,0
59516,17.755,19.146,14.361,0,0,0,0
59517,17.756,19.145,14.364,0,0,0,0
59518,17.753,19.146,14.37,0,0,0,0
59519,17.759,19.14,14.38,0,0,0,0
59520,17.758,19.141,14.389,0,0,0,0
59521,17.764,19.14,14.397,0,0,0,0
59522,17.773,19.137,14.404,0,0,0,0
